"questionId","contentUnitId","secondaryDomainSignals","catalog","sceneId","sceneVersion","sceneContentHash","questionContentHash","openingGeometryHash","ageBand","domainId","domainName","conceptId","conceptName","domainConceptMappingMethod","learningObjective","objectiveSource","format","cognitiveDemand","reflectionType","contextZone","sourceSupport","reviewStatus","navigationExposure","changedCueGenuine","changedCueManuallyVerified","evidenceStrength","evidenceRationale"
"play_off_puck_support_window_u11_v1_mirror:supportRead:U11","play_off_puck_support_window_u11_v1_mirror:supportRead","[{""domainId"":""skating-movement"",""matchedTokens"":[""skate""]},{""domainId"":""puck-skills"",""matchedTokens"":[""puck"",""passing"",""pass""]},{""domainId"":""hockey-sense"",""matchedTokens"":[""support""]},{""domainId"":""offensive-play"",""matchedTokens"":[""support"",""pass""]},{""domainId"":""defensive-play"",""matchedTokens"":[""defend"",""pressure""]}]","animated-play","play_off_puck_support_window_u11_v1_mirror","","bb994aafd6b26f46","a744115d2b28202f","not-applicable:animated-play","U11","offensive-play","Offensive Play","off-puck-support-offense","Off Puck Support Offence","explicit-play-concept","off-puck-support-offense","authored play concept","animated-choice","apply","n/a","unknown","https://www.usahockey.com/practiceplans","inventory-only-not-cleared","reachable-in-live-app","false","false","medium","Authored animated decision node supportRead, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
"play_off_puck_support_window_u11_v1_mirror:supportRead:U13","play_off_puck_support_window_u11_v1_mirror:supportRead","[{""domainId"":""skating-movement"",""matchedTokens"":[""skate""]},{""domainId"":""puck-skills"",""matchedTokens"":[""puck"",""passing"",""pass""]},{""domainId"":""hockey-sense"",""matchedTokens"":[""support""]},{""domainId"":""offensive-play"",""matchedTokens"":[""support"",""pass""]},{""domainId"":""defensive-play"",""matchedTokens"":[""defend"",""pressure""]}]","animated-play","play_off_puck_support_window_u11_v1_mirror","","bb994aafd6b26f46","a744115d2b28202f","not-applicable:animated-play","U13","offensive-play","Offensive Play","off-puck-support-offense","Off Puck Support Offence","explicit-play-concept","off-puck-support-offense","authored play concept","animated-choice","apply","n/a","unknown","https://www.usahockey.com/practiceplans","inventory-only-not-cleared","reachable-in-live-app","false","false","medium","Authored animated decision node supportRead, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
"play_defensive_angling_steer_wide_u11_v1_mirror:entry:U9","play_defensive_angling_steer_wide_u11_v1_mirror:entry","[{""domainId"":""puck-skills"",""matchedTokens"":[""puck""]},{""domainId"":""hockey-sense"",""matchedTokens"":[""read""]},{""domainId"":""offensive-play"",""matchedTokens"":[""attack""]},{""domainId"":""defensive-play"",""matchedTokens"":[""defensive""]}]","animated-play","play_defensive_angling_steer_wide_u11_v1_mirror","","d66ac2fe3e9cd1ed","adb9d358c0b11a72","not-applicable:animated-play","U9","unmapped","Unmapped","unmapped","Unmapped","unmapped","defensive-angling","authored play concept","animated-choice","apply","n/a","unknown","https://www.usahockey.com/practiceplans","inventory-only-not-cleared","reachable-in-live-app","false","false","low","Authored animated decision node entry, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
"play_defensive_angling_steer_wide_u11_v1_mirror:entry:U11","play_defensive_angling_steer_wide_u11_v1_mirror:entry","[{""domainId"":""puck-skills"",""matchedTokens"":[""puck""]},{""domainId"":""hockey-sense"",""matchedTokens"":[""read""]},{""domainId"":""offensive-play"",""matchedTokens"":[""attack""]},{""domainId"":""defensive-play"",""matchedTokens"":[""defensive""]}]","animated-play","play_defensive_angling_steer_wide_u11_v1_mirror","","d66ac2fe3e9cd1ed","adb9d358c0b11a72","not-applicable:animated-play","U11","unmapped","Unmapped","unmapped","Unmapped","unmapped","defensive-angling","authored play concept","animated-choice","apply","n/a","unknown","https://www.usahockey.com/practiceplans","inventory-only-not-cleared","reachable-in-live-app","false","false","low","Authored animated decision node entry, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
"play_defensive_angling_steer_wide_u11_v1_mirror:entry:U13","play_defensive_angling_steer_wide_u11_v1_mirror:entry","[{""domainId"":""puck-skills"",""matchedTokens"":[""puck""]},{""domainId"":""hockey-sense"",""matchedTokens"":[""read""]},{""domainId"":""offensive-play"",""matchedTokens"":[""attack""]},{""domainId"":""defensive-play"",""matchedTokens"":[""defensive""]}]","animated-play","play_defensive_angling_steer_wide_u11_v1_mirror","","d66ac2fe3e9cd1ed","adb9d358c0b11a72","not-applicable:animated-play","U13","unmapped","Unmapped","unmapped","Unmapped","unmapped","defensive-angling","authored play concept","animated-choice","apply","n/a","unknown","https://www.usahockey.com/practiceplans","inventory-only-not-cleared","reachable-in-live-app","false","false","low","Authored animated decision node entry, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
"play_defensive_angling_steer_wide_u11_v1_mirror:entry:U15","play_defensive_angling_steer_wide_u11_v1_mirror:entry","[{""domainId"":""puck-skills"",""matchedTokens"":[""puck""]},{""domainId"":""hockey-sense"",""matchedTokens"":[""read""]},{""domainId"":""offensive-play"",""matchedTokens"":[""attack""]},{""domainId"":""defensive-play"",""matchedTokens"":[""defensive""]}]","animated-play","play_defensive_angling_steer_wide_u11_v1_mirror","","d66ac2fe3e9cd1ed","adb9d358c0b11a72","not-applicable:animated-play","U15","unmapped","Unmapped","unmapped","Unmapped","unmapped","defensive-angling","authored play concept","animated-choice","apply","n/a","unknown","https://www.usahockey.com/practiceplans","inventory-only-not-cleared","reachable-in-live-app","false","false","low","Authored animated decision node entry, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
"play_2v1_pass_lane_removed_u11_v1:rush:U7","play_2v1_pass_lane_removed_u11_v1:rush","[{""domainId"":""puck-skills"",""matchedTokens"":[""pass""]},{""domainId"":""hockey-sense"",""matchedTokens"":[""read""]},{""domainId"":""offensive-play"",""matchedTokens"":[""attack"",""pass""]},{""domainId"":""defensive-play"",""matchedTokens"":[""defend""]}]","animated-play","play_2v1_pass_lane_removed_u11_v1","","4def643f1ff414f3","66aebfc8e66bfb53","not-applicable:animated-play","U7","unmapped","Unmapped","unmapped","Unmapped","unmapped","2-on-1 reads","authored play concept","animated-choice","apply","n/a","unknown","none-cited","inventory-only-not-cleared","reachable-in-live-app","false","false","low","Authored animated decision node rush, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
"play_2v1_pass_lane_removed_u11_v1:rush:U9","play_2v1_pass_lane_removed_u11_v1:rush","[{""domainId"":""puck-skills"",""matchedTokens"":[""pass""]},{""domainId"":""hockey-sense"",""matchedTokens"":[""read""]},{""domainId"":""offensive-play"",""matchedTokens"":[""attack"",""pass""]},{""domainId"":""defensive-play"",""matchedTokens"":[""defend""]}]","animated-play","play_2v1_pass_lane_removed_u11_v1","","4def643f1ff414f3","66aebfc8e66bfb53","not-applicable:animated-play","U9","unmapped","Unmapped","unmapped","Unmapped","unmapped","2-on-1 reads","authored play concept","animated-choice","apply","n/a","unknown","none-cited","inventory-only-not-cleared","reachable-in-live-app","false","false","low","Authored animated decision node rush, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
"play_2v1_pass_lane_removed_u11_v1:rush:U11","play_2v1_pass_lane_removed_u11_v1:rush","[{""domainId"":""puck-skills"",""matchedTokens"":[""pass""]},{""domainId"":""hockey-sense"",""matchedTokens"":[""read""]},{""domainId"":""offensive-play"",""matchedTokens"":[""attack"",""pass""]},{""domainId"":""defensive-play"",""matchedTokens"":[""defend""]}]","animated-play","play_2v1_pass_lane_removed_u11_v1","","4def643f1ff414f3","66aebfc8e66bfb53","not-applicable:animated-play","U11","unmapped","Unmapped","unmapped","Unmapped","unmapped","2-on-1 reads","authored play concept","animated-choice","apply","n/a","unknown","none-cited","inventory-only-not-cleared","reachable-in-live-app","false","false","low","Authored animated decision node rush, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
"play_2v1_pass_lane_removed_u11_v1:rush:U13","play_2v1_pass_lane_removed_u11_v1:rush","[{""domainId"":""puck-skills"",""matchedTokens"":[""pass""]},{""domainId"":""hockey-sense"",""matchedTokens"":[""read""]},{""domainId"":""offensive-play"",""matchedTokens"":[""attack"",""pass""]},{""domainId"":""defensive-play"",""matchedTokens"":[""defend""]}]","animated-play","play_2v1_pass_lane_removed_u11_v1","","4def643f1ff414f3","66aebfc8e66bfb53","not-applicable:animated-play","U13","unmapped","Unmapped","unmapped","Unmapped","unmapped","2-on-1 reads","authored play concept","animated-choice","apply","n/a","unknown","none-cited","inventory-only-not-cleared","reachable-in-live-app","false","false","low","Authored animated decision node rush, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
"play_2v1_pass_lane_removed_u11_v1:rush:U15","play_2v1_pass_lane_removed_u11_v1:rush","[{""domainId"":""puck-skills"",""matchedTokens"":[""pass""]},{""domainId"":""hockey-sense"",""matchedTokens"":[""read""]},{""domainId"":""offensive-play"",""matchedTokens"":[""attack"",""pass""]},{""domainId"":""defensive-play"",""matchedTokens"":[""defend""]}]","animated-play","play_2v1_pass_lane_removed_u11_v1","","4def643f1ff414f3","66aebfc8e66bfb53","not-applicable:animated-play","U15","unmapped","Unmapped","unmapped","Unmapped","unmapped","2-on-1 reads","authored play concept","animated-choice","apply","n/a","unknown","none-cited","inventory-only-not-cleared","reachable-in-live-app","false","false","low","Authored animated decision node rush, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
"play_2v1_pass_lane_removed_u11_v1:rush:U18","play_2v1_pass_lane_removed_u11_v1:rush","[{""domainId"":""puck-skills"",""matchedTokens"":[""pass""]},{""domainId"":""hockey-sense"",""matchedTokens"":[""read""]},{""domainId"":""offensive-play"",""matchedTokens"":[""attack"",""pass""]},{""domainId"":""defensive-play"",""matchedTokens"":[""defend""]}]","animated-play","play_2v1_pass_lane_removed_u11_v1","","4def643f1ff414f3","66aebfc8e66bfb53","not-applicable:animated-play","U18","unmapped","Unmapped","unmapped","Unmapped","unmapped","2-on-1 reads","authored play concept","animated-choice","apply","n/a","unknown","none-cited","inventory-only-not-cleared","reachable-in-live-app","false","false","low","Authored animated decision node rush, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
"play_2v1_support_too_flat_u11_v1:rush:U7","play_2v1_support_too_flat_u11_v1:rush","[{""domainId"":""puck-skills"",""matchedTokens"":[""pass""]},{""domainId"":""hockey-sense"",""matchedTokens"":[""read"",""support""]},{""domainId"":""offensive-play"",""matchedTokens"":[""attack"",""support"",""pass""]}]","animated-play","play_2v1_support_too_flat_u11_v1","","3884e39803cbdebd","34a0074e04fc8e59","not-applicable:animated-play","U7","unmapped","Unmapped","unmapped","Unmapped","unmapped","2-on-1 reads","authored play concept","animated-choice","apply","n/a","unknown","none-cited","inventory-only-not-cleared","reachable-in-live-app","false","false","low","Authored animated decision node rush, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
"play_2v1_support_too_flat_u11_v1:rush:U9","play_2v1_support_too_flat_u11_v1:rush","[{""domainId"":""puck-skills"",""matchedTokens"":[""pass""]},{""domainId"":""hockey-sense"",""matchedTokens"":[""read"",""support""]},{""domainId"":""offensive-play"",""matchedTokens"":[""attack"",""support"",""pass""]}]","animated-play","play_2v1_support_too_flat_u11_v1","","3884e39803cbdebd","34a0074e04fc8e59","not-applicable:animated-play","U9","unmapped","Unmapped","unmapped","Unmapped","unmapped","2-on-1 reads","authored play concept","animated-choice","apply","n/a","unknown","none-cited","inventory-only-not-cleared","reachable-in-live-app","false","false","low","Authored animated decision node rush, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
"play_2v1_support_too_flat_u11_v1:rush:U11","play_2v1_support_too_flat_u11_v1:rush","[{""domainId"":""puck-skills"",""matchedTokens"":[""pass""]},{""domainId"":""hockey-sense"",""matchedTokens"":[""read"",""support""]},{""domainId"":""offensive-play"",""matchedTokens"":[""attack"",""support"",""pass""]}]","animated-play","play_2v1_support_too_flat_u11_v1","","3884e39803cbdebd","34a0074e04fc8e59","not-applicable:animated-play","U11","unmapped","Unmapped","unmapped","Unmapped","unmapped","2-on-1 reads","authored play concept","animated-choice","apply","n/a","unknown","none-cited","inventory-only-not-cleared","reachable-in-live-app","false","false","low","Authored animated decision node rush, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
"play_2v1_support_too_flat_u11_v1:rush:U13","play_2v1_support_too_flat_u11_v1:rush","[{""domainId"":""puck-skills"",""matchedTokens"":[""pass""]},{""domainId"":""hockey-sense"",""matchedTokens"":[""read"",""support""]},{""domainId"":""offensive-play"",""matchedTokens"":[""attack"",""support"",""pass""]}]","animated-play","play_2v1_support_too_flat_u11_v1","","3884e39803cbdebd","34a0074e04fc8e59","not-applicable:animated-play","U13","unmapped","Unmapped","unmapped","Unmapped","unmapped","2-on-1 reads","authored play concept","animated-choice","apply","n/a","unknown","none-cited","inventory-only-not-cleared","reachable-in-live-app","false","false","low","Authored animated decision node rush, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
"play_2v1_support_too_flat_u11_v1:rush:U15","play_2v1_support_too_flat_u11_v1:rush","[{""domainId"":""puck-skills"",""matchedTokens"":[""pass""]},{""domainId"":""hockey-sense"",""matchedTokens"":[""read"",""support""]},{""domainId"":""offensive-play"",""matchedTokens"":[""attack"",""support"",""pass""]}]","animated-play","play_2v1_support_too_flat_u11_v1","","3884e39803cbdebd","34a0074e04fc8e59","not-applicable:animated-play","U15","unmapped","Unmapped","unmapped","Unmapped","unmapped","2-on-1 reads","authored play concept","animated-choice","apply","n/a","unknown","none-cited","inventory-only-not-cleared","reachable-in-live-app","false","false","low","Authored animated decision node rush, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
"play_2v1_support_too_flat_u11_v1:rush:U18","play_2v1_support_too_flat_u11_v1:rush","[{""domainId"":""puck-skills"",""matchedTokens"":[""pass""]},{""domainId"":""hockey-sense"",""matchedTokens"":[""read"",""support""]},{""domainId"":""offensive-play"",""matchedTokens"":[""attack"",""support"",""pass""]}]","animated-play","play_2v1_support_too_flat_u11_v1","","3884e39803cbdebd","34a0074e04fc8e59","not-applicable:animated-play","U18","unmapped","Unmapped","unmapped","Unmapped","unmapped","2-on-1 reads","authored play concept","animated-choice","apply","n/a","unknown","none-cited","inventory-only-not-cleared","reachable-in-live-app","false","false","low","Authored animated decision node rush, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
"play_2v1_goalie_late_after_pass_u11_v1:catch:U7","play_2v1_goalie_late_after_pass_u11_v1:catch","[{""domainId"":""puck-skills"",""matchedTokens"":[""puck"",""pass"",""shoot""]},{""domainId"":""hockey-sense"",""matchedTokens"":[""read""]},{""domainId"":""offensive-play"",""matchedTokens"":[""pass"",""shoot""]}]","animated-play","play_2v1_goalie_late_after_pass_u11_v1","","a1c065eeccf826cd","039dbb0c8866d539","not-applicable:animated-play","U7","unmapped","Unmapped","unmapped","Unmapped","unmapped","2-on-1 reads","authored play concept","animated-choice","apply","n/a","unknown","none-cited","inventory-only-not-cleared","reachable-in-live-app","false","false","low","Authored animated decision node catch, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
"play_2v1_goalie_late_after_pass_u11_v1:catch:U9","play_2v1_goalie_late_after_pass_u11_v1:catch","[{""domainId"":""puck-skills"",""matchedTokens"":[""puck"",""pass"",""shoot""]},{""domainId"":""hockey-sense"",""matchedTokens"":[""read""]},{""domainId"":""offensive-play"",""matchedTokens"":[""pass"",""shoot""]}]","animated-play","play_2v1_goalie_late_after_pass_u11_v1","","a1c065eeccf826cd","039dbb0c8866d539","not-applicable:animated-play","U9","unmapped","Unmapped","unmapped","Unmapped","unmapped","2-on-1 reads","authored play concept","animated-choice","apply","n/a","unknown","none-cited","inventory-only-not-cleared","reachable-in-live-app","false","false","low","Authored animated decision node catch, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
"play_2v1_goalie_late_after_pass_u11_v1:catch:U11","play_2v1_goalie_late_after_pass_u11_v1:catch","[{""domainId"":""puck-skills"",""matchedTokens"":[""puck"",""pass"",""shoot""]},{""domainId"":""hockey-sense"",""matchedTokens"":[""read""]},{""domainId"":""offensive-play"",""matchedTokens"":[""pass"",""shoot""]}]","animated-play","play_2v1_goalie_late_after_pass_u11_v1","","a1c065eeccf826cd","039dbb0c8866d539","not-applicable:animated-play","U11","unmapped","Unmapped","unmapped","Unmapped","unmapped","2-on-1 reads","authored play concept","animated-choice","apply","n/a","unknown","none-cited","inventory-only-not-cleared","reachable-in-live-app","false","false","low","Authored animated decision node catch, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
"play_2v1_goalie_late_after_pass_u11_v1:catch:U13","play_2v1_goalie_late_after_pass_u11_v1:catch","[{""domainId"":""puck-skills"",""matchedTokens"":[""puck"",""pass"",""shoot""]},{""domainId"":""hockey-sense"",""matchedTokens"":[""read""]},{""domainId"":""offensive-play"",""matchedTokens"":[""pass"",""shoot""]}]","animated-play","play_2v1_goalie_late_after_pass_u11_v1","","a1c065eeccf826cd","039dbb0c8866d539","not-applicable:animated-play","U13","unmapped","Unmapped","unmapped","Unmapped","unmapped","2-on-1 reads","authored play concept","animated-choice","apply","n/a","unknown","none-cited","inventory-only-not-cleared","reachable-in-live-app","false","false","low","Authored animated decision node catch, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
"play_2v1_goalie_late_after_pass_u11_v1:catch:U15","play_2v1_goalie_late_after_pass_u11_v1:catch","[{""domainId"":""puck-skills"",""matchedTokens"":[""puck"",""pass"",""shoot""]},{""domainId"":""hockey-sense"",""matchedTokens"":[""read""]},{""domainId"":""offensive-play"",""matchedTokens"":[""pass"",""shoot""]}]","animated-play","play_2v1_goalie_late_after_pass_u11_v1","","a1c065eeccf826cd","039dbb0c8866d539","not-applicable:animated-play","U15","unmapped","Unmapped","unmapped","Unmapped","unmapped","2-on-1 reads","authored play concept","animated-choice","apply","n/a","unknown","none-cited","inventory-only-not-cleared","reachable-in-live-app","false","false","low","Authored animated decision node catch, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
"play_2v1_goalie_late_after_pass_u11_v1:catch:U18","play_2v1_goalie_late_after_pass_u11_v1:catch","[{""domainId"":""puck-skills"",""matchedTokens"":[""puck"",""pass"",""shoot""]},{""domainId"":""hockey-sense"",""matchedTokens"":[""read""]},{""domainId"":""offensive-play"",""matchedTokens"":[""pass"",""shoot""]}]","animated-play","play_2v1_goalie_late_after_pass_u11_v1","","a1c065eeccf826cd","039dbb0c8866d539","not-applicable:animated-play","U18","unmapped","Unmapped","unmapped","Unmapped","unmapped","2-on-1 reads","authored play concept","animated-choice","apply","n/a","unknown","none-cited","inventory-only-not-cleared","reachable-in-live-app","false","false","low","Authored animated decision node catch, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
"play_backcheck_recovery_defender_gets_beat_u13_v1:recovery:U7","play_backcheck_recovery_defender_gets_beat_u13_v1:recovery","[{""domainId"":""hockey-sense"",""matchedTokens"":[""support""]},{""domainId"":""offensive-play"",""matchedTokens"":[""support""]},{""domainId"":""defensive-play"",""matchedTokens"":[""defend""]},{""domainId"":""transition-compete"",""matchedTokens"":[""backcheck"",""recover""]}]","animated-play","play_backcheck_recovery_defender_gets_beat_u13_v1","","3fc47653e0a18bd7","7d21ad435eb08a30","not-applicable:animated-play","U7","unmapped","Unmapped","unmapped","Unmapped","unmapped","backcheck recovery","authored play concept","animated-choice","apply","n/a","unknown","none-cited","inventory-only-not-cleared","reachable-in-live-app","false","false","low","Authored animated decision node recovery, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
"play_backcheck_recovery_defender_gets_beat_u13_v1:recovery:U9","play_backcheck_recovery_defender_gets_beat_u13_v1:recovery","[{""domainId"":""hockey-sense"",""matchedTokens"":[""support""]},{""domainId"":""offensive-play"",""matchedTokens"":[""support""]},{""domainId"":""defensive-play"",""matchedTokens"":[""defend""]},{""domainId"":""transition-compete"",""matchedTokens"":[""backcheck"",""recover""]}]","animated-play","play_backcheck_recovery_defender_gets_beat_u13_v1","","3fc47653e0a18bd7","7d21ad435eb08a30","not-applicable:animated-play","U9","unmapped","Unmapped","unmapped","Unmapped","unmapped","backcheck recovery","authored play concept","animated-choice","apply","n/a","unknown","none-cited","inventory-only-not-cleared","reachable-in-live-app","false","false","low","Authored animated decision node recovery, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
"play_backcheck_recovery_defender_gets_beat_u13_v1:recovery:U11","play_backcheck_recovery_defender_gets_beat_u13_v1:recovery","[{""domainId"":""hockey-sense"",""matchedTokens"":[""support""]},{""domainId"":""offensive-play"",""matchedTokens"":[""support""]},{""domainId"":""defensive-play"",""matchedTokens"":[""defend""]},{""domainId"":""transition-compete"",""matchedTokens"":[""backcheck"",""recover""]}]","animated-play","play_backcheck_recovery_defender_gets_beat_u13_v1","","3fc47653e0a18bd7","7d21ad435eb08a30","not-applicable:animated-play","U11","unmapped","Unmapped","unmapped","Unmapped","unmapped","backcheck recovery","authored play concept","animated-choice","apply","n/a","unknown","none-cited","inventory-only-not-cleared","reachable-in-live-app","false","false","low","Authored animated decision node recovery, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
"play_backcheck_recovery_defender_gets_beat_u13_v1:recovery:U13","play_backcheck_recovery_defender_gets_beat_u13_v1:recovery","[{""domainId"":""hockey-sense"",""matchedTokens"":[""support""]},{""domainId"":""offensive-play"",""matchedTokens"":[""support""]},{""domainId"":""defensive-play"",""matchedTokens"":[""defend""]},{""domainId"":""transition-compete"",""matchedTokens"":[""backcheck"",""recover""]}]","animated-play","play_backcheck_recovery_defender_gets_beat_u13_v1","","3fc47653e0a18bd7","7d21ad435eb08a30","not-applicable:animated-play","U13","unmapped","Unmapped","unmapped","Unmapped","unmapped","backcheck recovery","authored play concept","animated-choice","apply","n/a","unknown","none-cited","inventory-only-not-cleared","reachable-in-live-app","false","false","low","Authored animated decision node recovery, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
"play_backcheck_recovery_defender_gets_beat_u13_v1:recovery:U15","play_backcheck_recovery_defender_gets_beat_u13_v1:recovery","[{""domainId"":""hockey-sense"",""matchedTokens"":[""support""]},{""domainId"":""offensive-play"",""matchedTokens"":[""support""]},{""domainId"":""defensive-play"",""matchedTokens"":[""defend""]},{""domainId"":""transition-compete"",""matchedTokens"":[""backcheck"",""recover""]}]","animated-play","play_backcheck_recovery_defender_gets_beat_u13_v1","","3fc47653e0a18bd7","7d21ad435eb08a30","not-applicable:animated-play","U15","unmapped","Unmapped","unmapped","Unmapped","unmapped","backcheck recovery","authored play concept","animated-choice","apply","n/a","unknown","none-cited","inventory-only-not-cleared","reachable-in-live-app","false","false","low","Authored animated decision node recovery, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
"play_backcheck_recovery_defender_gets_beat_u13_v1:recovery:U18","play_backcheck_recovery_defender_gets_beat_u13_v1:recovery","[{""domainId"":""hockey-sense"",""matchedTokens"":[""support""]},{""domainId"":""offensive-play"",""matchedTokens"":[""support""]},{""domainId"":""defensive-play"",""matchedTokens"":[""defend""]},{""domainId"":""transition-compete"",""matchedTokens"":[""backcheck"",""recover""]}]","animated-play","play_backcheck_recovery_defender_gets_beat_u13_v1","","3fc47653e0a18bd7","7d21ad435eb08a30","not-applicable:animated-play","U18","unmapped","Unmapped","unmapped","Unmapped","unmapped","backcheck recovery","authored play concept","animated-choice","apply","n/a","unknown","none-cited","inventory-only-not-cleared","reachable-in-live-app","false","false","low","Authored animated decision node recovery, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
"verdict_2v1_forced_shot_u11_v1:judge:U11","verdict_2v1_forced_shot_u11_v1:judge","[{""domainId"":""hockey-sense"",""matchedTokens"":[""read"",""timing""]},{""domainId"":""defensive-play"",""matchedTokens"":[""defend""]}]","animated-play","verdict_2v1_forced_shot_u11_v1","","c6ebd21a977bd19a","5eac1196438990c2","not-applicable:animated-play","U11","offensive-play","Offensive Play","odd-man-reads","Odd Man Reads","explicit-play-concept","odd-man-reads","authored play concept","animated-choice","apply","n/a","rush-transition","https://www.usahockey.com/smallareagames","inventory-only-not-cleared","reachable-in-live-app","false","false","medium","Authored animated decision node judge, reachable via ReadThePlay / PracticeLibrary / LearningWorlds; age availability from play.ageBands. Domain uses exact concept lookup only. Secondary text signals describe possible cross-domain content, not a curriculum binding."
